的	白勺
轴	車由
东	東
辊	車日比
辋	車网亡
盏	戔皿
轿	車丿大八
轷	車乎
输	車俞
辁	車全
殴	匚乂殳
轮	車侖
堑	車斤土
錾	車斤金
鸦	牙鳥
较	車交
辙	車𠫓月攴
辘	車鹿
辚	車米舛
辖	車宀丰口
轻	車巠
辗	車展
轺	車刀口
轫	車刀丶
顿	屯頁
辎	車巛田
蛱	虫大䒑
龉	齒吾
螨	虫艸兩
螮	虫帶
蛲	虫堯
龇	齒止匕
战	占戈
蝇	虫黽
蜗	虫咼
卤	鹵
蛳	虫刀一巾
频	步頁
虚	虎业
蛊	虫皿
贞	貞
蚬	虫見
龄	齒令
赀	止匕貝
蜕	虫公儿
蝉	虫單
虑	虎心
蛏	虫又土
颅	卜尸頁
龌	齒尸至
卢	卜尸
蚂	虫馬
虏	虎力
吴	吳
哑	口亞
贵	臾貝
围	圍韋
踌	足壽
啧	口責
唛	口丰夂
蹑	足耳又又
𠳐	口丰邑
团	圍才
蹒	足艸兩
喷	口屮貝
躏	足艸門隹
呓	口艸乙
嗹	口辵車
咙	口龍
哒	口達
𠮟	口七
跷	足堯
践	足戔
呕	口匚乂
嘘	口虎业
啮	口齒
虽	口虫
颚	口口亏頁
圆	圍員
骂	口口馬
黾	黽
呗	口貝
啰	口四夕
郧	員邑
跃	足丿大
躜	足先先貝
响	口宀口
哗	口華
囵	圍侖
呛	口倉
嗳	口愛
叽	口几
鹃	口月鳥
噜	口魚日
唤	口𠂊冂大
图	圍冬
鸣	口鳥
跻	足齊
踯	足䒑大邑
喽	口婁
咛	口宀丁
蹿	足穴串
吣	口心
嘱	口尸禹
啸	口尹𣶒
哟	口糸勺
题	是頁
师	刀一巾
韪	是韋
𬀩	日韋
畴	田壽
颗	果頁
晒	日西
昽	日龍
辉	光冂車
辈	非車
晓	日堯
鸭	甲鳥
显	日业
帅	刀巾
𬀪	日見
临	監口丨
监	監
览	監見
鉴	監金
晔	日華
尘	小土
暧	日愛
鶗	是鳥
旷	日广
邺	业邑
凿	业凵
尝	小冂云
晕	日冂車
赏	尚貝
归	刀彐
贤	二又貝
肾	二又月
竖	二又立
紧	二又糸
畅	申昜
赋	貝戈止
赇	貝求
屿	山與
峡	山大䒑
罢	四去
帱	巾壽
帐	巾長
账	貝長
帻	巾責
财	貝才
瞒	目艸兩
巅	山真頁
嵘	山艸冂木
赎	貝十㇕冫大
赙	貝甫寸
颛	山而頁
眬	目龍
贿	貝𠂇
鸯	冂大鳥
贼	貝戎
岽	山東
岖	山匚乂
崭	山車斤
贴	貝占
帧	巾貞
帜	巾口八
贶	貝口儿
刚	岡刀
赐	貝易
幞	巾业大
岿	山刀彐
𪾢	目見
婴	貝貝女
峤	山丿大八
贝	貝
赌	貝者
则	貝刀
赂	貝各
岚	山風
岁	山夕
睁	目𠂊尹
购	貝勹厶
罚	四言刀
赃	貝广土
赠	貝曾
赕	貝炎
赚	貝兼
髅	骨婁
贮	貝宀一
髋	骨宀艸見
髌	骨宀斤廾
峄	山睪
瞩	目尸禹
赆	貝盡
剀	山己刀
觊	山己見
凯	山己几
岂	山己
悬	縣心
丢	丿去
筹	竹壽
箨	竹扌睪
穑	禾土八回
迁	辵千
犊	牛十㇕冫大
笼	竹龍
乔	丿大八
箧	竹匚大䒑
笺	竹戔
毡	毛占
乱	舌乚
鹄	告鳥
篮	竹監
笕	竹見
笔	竹毛
签	竹僉
秃	禾几
頽	禾几頁
颓	禾几頁
称	禾尔
赞	先先貝
选	辵先
稳	禾𠂊彐心
鹅	我鳥
辞	舌辛
简	竹門日
篓	竹婁
氢	气巠
箫	竹尹𣶒
笃	竹馬
笾	竹辵力
俩	人兩
粤	宀米亏
侠	人大䒑
伟	人韋
伥	人長
债	人責
偾	人屮貝
牍	片十㇕冫大
鸺	人木鳥
侥	人堯
贷	人弋貝
舆	𦥑車廾
躯	身匚乂
侦	人貞
俣	人吳
侣	人呂
侧	人貝刀
伣	人見
皑	白山己
侨	人丿大八
赁	人壬貝
伤	人𠂉力
俭	人僉
伦	人侖
华	華
倾	人匕頁
货	化貝
储	人言者
侪	人齊
奥	宀米大
鹪	隹火鳥
偻	人婁
伫	人宀一
傧	人宀斤廾
侬	人冂衤
傩	人又隹
亿	人乙
龛	合龍
剑	僉刀
敛	僉攴
刽	會刀
饵	食耳
仓	倉
馕	食囊
馍	食莫
馓	食散
饽	食十冂子
弑	乂木弋工
刹	乂木刀
饶	食堯
饯	食戔
彻	行七刀
饨	食屯
衔	行金
馈	食臾貝
馄	食日比
饪	食壬
饫	食丿大
饿	食我
饰	食𠂉巾
饬	食𠂉力
饷	食宀口
馊	食申又
丛	从一
耸	从耳
怂	从心
爷	父卩
饭	食反
馁	食爪女
饥	食几
馋	食免冫
馅	食𠂊臼
饮	食欠
仑	侖
馏	食卯田
饱	食勹巳
颔	今口頁
贪	今貝
伞	傘
饼	食并
馐	食羊丑
邻	令邑
馆	食宀㠯
蚀	食虫
饲	食司
颁	分頁
戗	倉戈
创	倉刀
贫	分貝
饧	食昜
颂	公頁
饴	食台
钘	金一廾
钉	金丁
铐	金耂丂
𫓯	金圭
铼	金來
锗	金者
铑	金耂
铗	金大䒑
钍	金土
铸	金壽
铒	金耳
𬬮	金長
锖	金青
钰	金玉
镊	金耳又又
钳	金甘
𫓹	金其
针	金十
锘	金艸𠂇口
钴	金古
错	金昔
质	斤貝
镬	金雈又
𫟹	金共
钵	金本
铺	金甫
𬭊	金木土
镭	金雨田
𬬸	金术
锛	金奔
钚	金不
铕	金𠂇
钛	金太
镣	金尞
𫟼	金達
钹	金犮
铚	金至
铙	金堯
钷	金匚口
𬬩	金弋
铖	金成
铽	金弋心
链	金辵車
钜	金巨
铘	金牙邑
钺	金戉
钋	金卜
舻	舟卜尸
锃	金口𡈼
铟	金圍大
锢	金圍古
钟	金中
铝	金呂
锅	金咼
𫓶	金口月
钽	金旦
锂	金里
钊	金刀
锞	金果
钿	金田
锁	金小貝
钞	金少
销	金小月
锡	金易
镤	金业大
镗	金尚土
铛	金小彐
铜	金同
盘	舟皿
钠	金内
钡	金貝
舰	舟見
钼	金目
锄	金且力
钎	金千
锇	金我
锆	金告
锺	金重
锸	金臿
铣	金先
锹	金禾火
锈	金禾乃
锻	金段
锽	金皇
钏	金巛
镍	金自木
锥	金隹
铂	金白
锦	金白巾
镌	金隹乃
铨	金全
𬬱	金斤
铩	金乂木
锉	金从土
钤	金今
铃	金令
舱	舟倉
锾	金爰
钐	金彡
锨	金斤欠
钣	金反
钒	金凡
铅	金公
钥	金月
锋	金夂丰
铭	金夕口
镥	金魚日
铆	金卯
钦	金欠
钓	金勺
钧	金勹冫
铮	金𠂊尹
钩	金勹厶
锌	金辛
锫	金咅
镜	金音儿
铈	金市
铲	金立厂
铱	金衣
镑	金旁
锒	金良
钫	金方
锎	金門一廾
钭	金斗
镀	金广廿又
镧	金門柬
锏	金門日
钔	金門
锵	金爿夕寸
镰	金广兼
镁	金羊大
鋭	金公儿
锐	金公儿
镨	金並日
钬	金火
锬	金炎
锑	金弟
镂	金婁
铫	金兆
铴	金水昜
锭	金宀正
爱	愛
镩	金穴串
铋	金必
镔	金宀斤廾
释	釆睪
锯	金尸古
铍	金皮
镅	金眉
银	金艮
铌	金尸匕
钗	金又丶
𬬿	金刀口
锰	金子皿
镄	金弗貝
钌	金了
键	金廴聿
铷	金女口
锱	金巛田
钕	金女
钆	金乚
𬭁	金母
橥	犬者木
䏡	月示
肤	月夫
狭	犬大䒑
𦙶	月古
胧	月龍
胨	月東
胪	月卜尸
脶	月咼
腽	月日皿
狈	犬貝
猡	犬四夕
犸	犬馬
脸	月僉
飓	風具
飕	風申又
飑	風勹巳
鹏	朋鳥
狰	犬𠂊尹
鸠	九鳥
狱	犬言犬
脐	月齊
脑	月囟
脏	月广土
犷	犬广
䲢	朕魚
鰧	朕魚
腾	朕馬
狞	犬宀丁
膑	月宀斤廾
脓	月冂衤
胫	月巠
胁	月力八
猕	犬弓尔
鲠	魚更
鲡	魚麗
鲆	魚平
鲑	魚圭
鲒	魚吉
鲮	魚夌
鳍	魚耂日
䲠	魚春
鰆	魚春
鲭	魚青
鲰	魚耳又
鲯	魚其
鲼	魚屮貝
鲽	魚世木
鹱	鳥雈又
鸨	匕十鳥
鳓	魚革力
鯆	魚甫
鳕	魚雨彐
鲕	魚而
顷	匕頁
鲔	魚𠂇
鱿	魚尤
鳜	魚厂屰欠
鲅	魚犮
鲢	魚辵車
处	夂卜
鯱	魚虎
鲇	魚占
鲈	魚卜尸
鲴	魚圍古
鲤	魚里
鲱	魚非
鳂	魚畏
鲳	魚昌
鳗	魚日四又
尔	尔
鲲	魚日比
鲁	魚日
迩	辵尔
鳃	魚田心
鲣	魚二又土
鳎	魚日羽
龟	龜
鲷	魚周
鲖	魚同
奂	𠂊冂大
鳏	魚四水
岛	鳥山
负	𠂊貝
觯	角單
稣	魚禾
颖	匕禾頁
鳅	魚禾火
鲧	魚丿糸
鱮	魚與
鳇	魚皇
鲋	魚人寸
鲌	魚白
鲵	魚臼儿
燄	𠂊臼炎
鷈	鳥𠂆虎
鳐	魚爪缶
凫	鳥几
毕	畢
鲦	魚夂木
𬶋	魚勹口
鲍	魚勹巳
贸	卯貝
鲚	魚齊
鲂	魚方
鲜	魚羊
鳟	魚酋寸
鳞	魚米舛
鳝	魚善
鲩	魚宀元
鳊	魚戶冊
鸵	鳥它
刍	𠂊彐
鲟	魚彐寸
鴃	鳥夬
鲏	魚皮
鲪	魚尹口
雏	𠂊彐隹
皱	𠂊彐皮
邹	𠂊彐邑
鲫	魚艮卩
鱽	魚刀
务	夂力
鸳	夕卩鳥
匀	勹冫
鱾	魚己
乌	烏
枭	鳥木
鲐	魚台
𬣙	言于
订	言丁
诃	言可
评	言平
诖	言圭
诗	言寺
讧	言工
诘	言吉
诸	言者
诬	言工从
諸	言者丶
语	言吾
讳	言韋
诔	言耒
请	言青
诹	言耳又
亵	衣扌丮
讨	言寸
计	言十
谋	言甘木
谍	言世木
诺	言艸𠂇口
诂	言古
谳	言南犬
谎	言艸亡巛
读	言十㇕冫大
谌	言甚
𬤇	言西土
谭	言覃
谏	言柬
斋	文而
诼	言豕
诙	言灰
试	言弋工
诓	言匚王
诫	言戈廾
讶	言牙
𬣡	言戔
讴	言匚乂
谮	言旡旡日
诚	言成
讵	言巨
讣	言卜
谑	言虎爪
謼	言虎乎
误	言吳
颤	㐭旦頁
识	言口八
赢	贏
诽	言非
刘	文刀
栾	亦木
课	言果
亩	亠田
蛮	亦虫
谩	言日四又
谡	言田儿夂
銮	亦金
诮	言小月
谓	言田月
弯	亦弓
诅	言且
诇	言冂口
𫍣	言同
讪	言山
讷	言内
挛	亦手
许	言午
话	言舌
诰	言告
诛	言朱
颜	立厂彡頁
诱	言禾乃
诲	言每
训	言巛
谁	言隹
剂	齊刀
谯	言隹火
謏	言申又
谕	言俞
诠	言全
认	言人
谶	言从戈韭
诊	言人彡
论	言侖
义	丶乂
诟	言后
䜣	言斤
谣	言爪缶
诳	言犬王
讥	言几
颃	亢頁
讽	言風
诡	言𠂊厂卩
谗	言免冫
询	言勹日
诣	言旨
谄	言𠂊臼
谐	言比白
诋	言氐
诌	言𠂊彐
鴗	立鳥
鸾	亦鳥
谅	言京
谙	言音
谚	言立厂彡
议	言丶乂
辩	辛言辛
谛	言帝
谤	言旁
访	言方
斓	文門柬
详	言羊
产	立厂
谥	言益
谫	言前刀
谈	言炎
谜	言辵米
谦	言兼
𬣞	言宀一
諠	言宀二日
诨	言冂車
谴	言辵臾㠯
谊	言宀且
诧	言宀乇
译	言睪
诀	言夬
诐	言皮
诵	言甬
𬣳	言艮
词	言司
讯	言飛
诏	言刀口
诞	言廴丿止
讱	言刀丶
记	言己
诒	言台
娈	亦女
颏	亥頁
辫	辛糸辛
庑	广無
疠	疒万
闺	門圭
瘗	疒大䒑土
闫	門三
冯	冫馬
痨	疒艸冂力
癞	疒束𠂊貝
阑	門柬
鹇	門木鳥
头	冫大
庆	广大
库	广車
阉	門大电
庞	广龍
状	爿犬
邝	广邑
阈	門戈口一
冻	冫東
壮	爿士
阃	門圍木
闸	門甲
阊	門昌
闩	門一
闰	門王
痈	疒用
闲	門木
闽	門虫
訚	門言
闯	門馬
阀	門人戈
鹰	疒人隹鳥
瘪	疒自侖
阋	門臼儿
闪	門人
疮	疒倉
阌	門爪冂又
疯	疒風
桨	爿夕木
奖	爿夕大
浆	爿夕水
资	冫欠貝
阎	門𠂊臼
癣	疒魚羊
净	冫爪尹
闹	門市
闶	門亢
阂	門亥
痫	疒門木
阅	門公儿
阐	門單
瘘	疒婁
阔	門水舌
闼	門達
庐	广戶
闷	門心
阕	門癶天
阚	門敢
瘫	疒又隹
疡	疒昜
瘾	疒阜𠂊彐心
疖	疒卩
妆	爿女
兰	䒑二
鲞	龹魚
誊	龹言
怅	心長
鲝	羊魚
慑	心耳又又
愤	心屮貝
懒	心束𠂊貝
娄	婁
恹	心厂犬
烦	火頁
郑	䒑大邑
烧	火堯
怄	心匚乂
惭	心車斤
兑	公儿
兽	單口
悭	心二又土
灿	火山
惧	心具
恺	心山己
养	羊介
烨	火華
烃	火巠
烁	火𠂆木
焕	火𠂊冂大
恼	心囟
悯	心門文
焖	火門心
悦	心公儿
惮	心單
恽	心冂車
烬	火盡
忆	心乙
炀	火昜
鹈	弟鳥
递	辵弟
惨	心厶大彡
惯	心串貝
兹	䒑幺幺
举	𦥑扌
兴	𦥑
誉	𦥑言
𬇕	水万
洼	水圭
鸿	水工鳥
浃	水大䒑
𣲗	水韋
涛	水壽
沣	水丰
渍	水責
滟	水丰𠂊巴
滠	水耳又又
满	水艸兩
滞	水帶
潇	水艸尹𣶒
泷	水龍
沥	水厂力
浇	水堯
浅	水戔
沤	水匚乂
渐	水車斤
㳚	水戈人
汇	水匚
涟	水辵車
浈	水貞
浊	水虫
泸	水卜尸
涠	水圍韋
渑	水黽
涡	水咼
湿	水日业
温	水日皿
溅	水貝戔
𬇙	水貝
滗	水竹毛
渊	水巛米
潋	水僉攴
沦	水侖
潴	水犬者
鼗	兆壴支
涤	水夂木
涣	水𠂊冂大
渔	水魚
滦	水亦木
浐	水立厂
润	水門王
澜	水門柬
瀇	水广黃
涧	水門日
沩	水爲
黉	⺍冂黃
浑	水冂車
觉	⺍冂見
沪	水戶
滨	水宀斤廾
浓	水冂衤
泽	水睪
浔	水彐寸
滩	水又隹
涨	水弓長
汤	水昜
涩	水刀丶止
烫	水昜火
渗	水厶大彡
潍	水糸隹
逦	辵麗
写	冂與
窍	穴工丂
窥	穴夫見
违	辵韋
祷	示壽
宝	宀玉
赛	寒貝
赛	塞貝
骞	寒馬
骞	塞馬
宠	宀龍
窃	穴七刀
祯	示貞
遗	辵臾貝
祸	示咼
褴	衤監
裆	衤小彐
视	示見
袄	衤丿大
鹤	冂隹鳥
裣	衤僉
穷	穴力
遥	辵爪缶
宾	宀斤廾
额	宀各頁
农	冂衤
祃	示馬
礼	示乚
裤	衤广車
禅	示單
迳	辵巠
迟	辵尺
逊	辵子小
边	辵力
辽	辵了
骊	馬麗
颈	巠頁
巯	巠𠫓巛
劲	巠力
𬴃	馬丰石
骤	馬耳又从
怼	又寸心
骐	馬其
剧	尸古刀
骑	馬大可
驮	馬大
戏	又戈
驱	馬匚乂
骃	馬圍大
驶	馬史
𬴂	馬非
骒	馬果
剥	彔刀
骡	馬田糸
驵	馬且
𬳶	馬冂口
驷	馬四
骄	馬丿大八
属	尸禹
驯	馬巛
骓	馬隹
肃	尹𣶒
骅	馬華
骢	馬囪心
驳	馬爻
屦	尸行婁
驹	馬勹口
骆	馬各
欢	又欠
骝	馬卯田
鸡	又鳥
驻	馬主
骍	馬辛
骧	馬襄
昼	尺旦
𫘜	馬文
尽	盡
骇	馬亥
骥	馬北異
骈	馬并
屡	尸婁
驴	馬戶
驼	馬它
骟	馬戶羽
恳	艮心
驿	馬睪
预	予頁
艰	又艮
驭	馬又
骉	三馬
骣	馬尸三子
驰	馬也
劝	又力
骖	馬厶大彡
骀	馬台
骏	馬厶儿夂
卫	卩一
际	阜示
陕	阜大䒑
陆	阜扌凵
陇	阜龍
陏	阜𠂇
阵	阜車
陈	阜東
贺	加貝
驾	加馬
陧	阜日土
孙	子小
隄	阜是
坠	阜人土
阶	阜介
弥	弓尔
隐	阜𠂊彐心
飞	飛
导	巳寸
𠙶	了凵
纡	糸于
妩	女無
娅	女亞
结	糸吉
绪	糸者
绫	糸夌
纬	糸韋
纭	糸云
绩	糸責
𬘬	糸青
绑	糸丰邑
纣	糸寸
绀	糸甘
缂	糸革
绁	糸世
缚	糸甫寸
𬘭	糸林
缃	糸木目
绔	糸大亏
叁	厶大三
缛	糸辰寸
缅	糸面
参	厶大彡
缄	糸戌口
绖	糸至
绕	糸堯
线	糸戔
妪	女匚乂
练	糸柬
绰	糸卓
娱	女吳
缉	糸口耳
𬘡	糸圍大
绳	糸黽
娲	女咼
织	糸口八
绢	糸口月
绯	糸非
缦	糸日四又
纱	糸少
绡	糸小月
缇	糸是
缧	糸田糸
绸	糸周
䌹	糸冂口
絅	糸冂口
纲	糸岡
缨	糸貝貝女
纳	糸内
纴	糸壬
纤	糸千
缵	糸先先貝
妫	女爲
妈	女馬
绣	糸禾乃
缎	糸段
𬘓	糸巛
维	糸隹
绵	糸白巾
缴	糸白方攴
给	糸合
绘	糸會
绗	糸行
纵	糸从
纶	糸侖
纷	糸分
缓	糸爰
绥	糸爪女
绷	糸朋
纨	糸丮
绦	糸夂木
纸	糸氏
绺	糸夂卜口
络	糸各
绚	糸勹日
约	糸勺
终	糸冬
绉	糸𠂊彐
绝	糸𠂊巴
纹	糸文
纺	糸方
娴	女門木
纩	糸广
缠	糸广里
绊	糸半
婵	女單
缯	糸曾
缮	糸善
继	糸米乚
纻	糸宀一
综	糸宀示
绽	糸宀正
婶	女宀申
缩	糸宀人百
缝	糸辵夂丰
绾	糸宀㠯
妇	女彐
纽	糸丑
绿	糸彔
纾	糸予
纼	糸弓丨
绍	糸刀口
贯	串貝
级	糸及
绋	糸弗
纫	糸刀丶
纪	糸己
丝	糸糸
缘	糸彑豕
纠	糸丩
绐	糸台
缫	糸巛果
乡	乡
飨	乡食
芈	丨羊
鹝	鬲鳥
戬	晉戈
鹂	麗鳥
郦	麗邑
䴓	一巾鳥
殚	歹單
䴕	歹刀鳥
鴷	歹刀鳥
殀	歹丿大
殇	歹𠂉昜
趸	万足
劢	万力
欤	與欠
𤭯	瓦泉
垭	土亞
叆	云愛
福	示畐
神	示申
赉	來貝
鼋	元黽
祥	示羊
𫭼	土艸冂力
㙘	土要
埯	土大电
坜	土厂力
𫭟	土匚乂
贡	工貝
觋	工从見
鹀	工从鳥
垆	土卜尸
韨	韋犮
韧	韋刀丶
击	扌凵
埙	土員
埚	土咼
鼕	壴支冬
垱	土小彐
垲	土山己
都	者丶邑
赪	赤貞
𫭢	土侖
坵	土丘
坞	土烏
垴	土囟
𡐓	土庚⺍
𫮃	土單
𪣻	土婁
壸	士冂亞
毂	壳車殳
𡎚	土戶冊
悫	壳心
㙍	土叕
𪤗	土羽人彡
玙	王與
玨	王王
聩	耳臾貝
𤩽	王南犬
𫞩	王艸兩
颞	耳又又頁
㻬	王雨亏
麺	丰夂面
𪟝	責力
赘	敖貝
鳌	敖魚
骜	敖馬
䴖	青鳥
麦	丰夂
麹	丰夂勹米
䂮	丰刀石
㛃	丰刀女
琐	王小貝
珰	王小彐
瓒	王先先貝
瑽	王行从止
玱	王倉
瑷	王愛
琼	王京
𤧛	王帝
駻	馬日干
騠	馬是
騝	馬廴聿
駎	馬由
騪	馬申又
駩	馬全
騚	馬前
𤫉	王火言火又
駶	馬尸㇕口
騃	馬厶矢
珲	王冂車
𬍤	王彐寸
玚	王昜
擣	扌壽
撷	扌吉頁
撵	扌夫夫車
抟	扌專
搟	扌車干
挠	扌堯
掳	扌虎力
掴	扌圍玉
揽	扌監見
撄	扌貝貝女
揿	扌金欠
贽	扌丮貝
鸷	扌丮鳥
势	扌丮力
捣	扌鳥山
拦	扌䒑二
掸	扌單
㧑	扌爲
擞	扌婁攴
择	扌睪
挦	扌彐寸
掼	扌串貝
觐	堇見
荆	艸一廾刀
鹊	昔鳥
𬟁	艸鬲鳥
勚	世貝力
颟	艸兩頁
𬜯	艸兩
䢼	共邑
觏	冓見
莱	艸來
韩	倝韋
贲	屮貝
觌	十㇕冫大見
鸪	古鳥
鹕	古月鳥
赍	十从冂貝
𫠆	支頁
鳷	支鳥
𨙸	支邑
鹁	十冂子鳥
鞒	革丿大八
鞑	革達
鞲	革冓
䓫	艸大可
苈	艸厂力
荛	艸堯
蒇	艸戊貝
𬞟	艸步頁
蒉	艸臾貝
鹳	雚鳥
鹋	艸田鳥
萝	艸四夕
蘖	艸㠯辛木
莶	艸僉
荟	艸會
苍	艸倉
莸	艸犬尤
蓟	艸魚刀
荜	艸畢
藓	艸魚羊
蓠	艸离
荠	艸齊
𫇭	艸爲
蒌	艸婁
薮	艸婁攴
蕰	艸水日皿
䓨	艸冂缶
鹲	艸冃豕鳥
荦	艸冂牛
莺	艸冂鳥
茕	艸冂飛
荨	艸彐寸
蓣	艸予頁
荩	艸盡
荬	艸㇕冫大
䓛	艸尸出
𦰡	艸冄邑
荭	艸糸工
荮	艸糸寸
莼	艸糸屯
芗	艸乡
桠	木亞
梾	木來
𬷕	甫鳥
𬂩	木大䒑
㭕	木去
梼	木壽
酝	酉云
醆	酉戔
酽	酉一业丿
酾	酉麗
𬪩	酉冂衤
酦	酉癶
椟	木十㇕冫大
槚	木西貝
枥	木厂力
桡	木堯
桢	木貞
栌	木卜尸
𣗋	木尚儿
榅	木日皿
輮	車矛木
榄	木監見
槛	木監
軿	車并
樱	木貝貝女
椤	木四夕
桤	木山己
欅	木與手
桦	木華
桧	木會
麨	來夂少
枞	木从
𬃊	木斤貝
栎	木𠂆木
槠	木言者
檩	木㐭示
栏	木䒑二
棁	木公儿
霭	雨言日勹亡
鹴	雨木目鳥
榉	木𦥑扌
雾	雨夂力
杩	木馬
橼	木糸彑豕
碛	石責
鹩	尞鳥
鹌	大电鳥
𥕢	石曹
砺	石厂万
黡	厂犬黑
厍	厂車
靥	厂犬面
䃎	石大多
厣	厂犬甲
魇	厂犬鬼
餍	厂犬食
励	厂万力
硗	石堯
𥔲	石口口亏
𥖨	石三口木
𬒗	石監見
鸸	而鳥
硙	石山己
聋	龍耳
龚	龍共
硚	石丿大八
矾	石凡
豮	豕屮貝
砾	石𠂆木
尴	尢監
䃅	石單
硁	石巠
砀	石昜
碜	石厶大彡
赜	臣責
鸫	東鳥
辏	車廾天
轲	車可
轱	車古
轪	車大
𫐄	車兀
𫟦	車辵八豕
轭	車厂卩
轼	車弋工
辌	車京
辐	車畐
𨐈	車光
辒	車日皿
𫐓	車矛木
轶	車失
𫐐	車臼儿
轸	車人彡
斩	車斤
椠	車斤木
辀	車舟
𬨂	車氏
辂	車各
轹	車𠂆木
𬨎	車酋
辍	車叕
匦	匚車九
𬌗	牙合
𬸘	匚日女鳥
戋	戔
刬	戔刀
欧	匚乂欠
鸥	匚乂鳥
瓯	匚乂瓦
鸢	弋鳥
虾	虫下
觇	占見
鹾	鹵差
鸬	卜尸鳥
蟏	虫艸尹𣶒
蝾	虫艸冂木
䗖	虫帶
蛎	虫厂万
戯	虎丘戈
觑	虎业見
𬟽	虫東
颦	步頁卑
𫚖	止匕魚
蝈	虫圍玉
䗴	虫竹廴𡈼
䗛	虫人丨攴月
𬺈	齒大可
龋	齒禹
龊	齒足
龃	齒且
龁	齒乞
𫠜	齒臼儿
𬹼	齒介
龂	齒斤
龀	齒匕
龅	齒勹巳
𬺓	齒林疋
龈	齒艮
龆	齒刀口
蛴	虫齊
蚁	虫丶乂
蝼	虫婁
呒	口無
𫫇	口亞心
鸮	口丂鳥
唝	口工貝
嗫	口耳又又
圞	圍䜌木
囌	口艸魚禾
唠	口艸冂力
呖	口厂力
哓	口堯
啭	口車專
踬	足斤貝
跶	足達
鹭	足各鳥
蹧	足曹
跹	足辵千
跄	足倉
跸	足畢
跞	足𠂆木
𧿹	足母
嚣	四口頁
鼍	口口田一黽
鹗	口口亏鳥
唢	口小貝
𫑡	黽邑
嘤	口貝貝女
呐	口内
呙	咼
剐	咼刀
哕	口山夕
勋	員力
哙	口會
㕮	口父
哔	口畢
呜	口烏
啴	口單
咷	口兆
哝	口冂衤
咝	口糸
坚	二又土
𬱖	由頁
櫐	三田木
颙	禺頁
䣘	尚土邑
㬊	日爰
鹍	日比鳥
鹖	日勹亡鳥
颢	日京頁
㬚	日𠫓月攴
㫰	日良
鳖	巾⺍攴魚
晖	日冂車
旸	日昜
㬎	日幺幺火
睐	目來
䎃	冄羽
䴗	目犬鳥
鶪	目犬鳥
眍	目匚乂
帏	巾韋
帼	巾圍玉
羁	四革馬
黪	黑厶大彡
罦	四爪子
鹮	睘鳥
罗	四夕
逻	辵四夕
黩	黑十㇕冫大
罴	四去火
㠓	山艸冃豕
㟃	山司
崃	山來
崄	山僉
𪨶	山大車
𪩘	山南犬
𫵷	山厂力
峣	山堯
㠇	山京尤
𪨰	山曲
岗	山岡
岘	山見
𨟠	目目隹邑
嵚	山金欠
刿	山夕刀
峥	山𠂊尹
嵝	山婁
𫶇	山帶
崂	山艸冂力
𫖮	山己頁
赒	貝周
睑	目僉
罂	貝貝缶
赈	貝辰
赗	貝冃目
赑	三貝
贬	貝丿之
赊	貝人示
赡	貝𠂊厂八言
贻	貝台
赅	貝亥
鹦	貝貝女鳥
觃	見子
䁖	目婁
鹘	骨鳥
矫	矢丿大八
鳘	每攴魚
缾	缶并
牺	牛西
𬕂	竹工貝
酂	先先貝邑
颋	廴𡈼頁
箦	竹責
稆	禾呂
秽	禾山夕
籁	竹束𠂊貝
鹙	禾火鳥
秾	禾冂衤
𥝱	禾予
岙	丿大山
氇	毛魚日
鸹	舌鳥
篑	竹臾貝
筼	竹員
筛	竹刀一巾
筜	竹小彐
箩	竹四夕
衅	血半
篯	竹金戔
筚	竹畢
筝	竹𠂊尹
箪	竹單
簖	竹米乚斤
氩	气亞
氲	气日皿
俨	人一业丿
俪	人麗
俫	人來
俦	人壽
伛	人匚乂
雠	隹言隹
鹎	卑鳥
魉	鬼兩
囱	囪
偿	人小冂云
傥	人尚儿
侩	人會
伧	人倉
㑊	人亦
仪	人丶乂
𫢸	人單
佥	僉
㙦	余斗土
颌	合頁
鸽	合鳥
觎	俞見
鸰	令鳥
鸧	倉鳥
郐	會邑
徕	行來
惩	行正心
衚	行古月
鸻	行鳥
径	行巠
鹆	谷鳥
饸	食合
馔	食巽
𫗧	食束
馑	食堇
饘	食㐭旦
馇	食查
𫗴	食㐭旦
馃	食果
馉	食骨
馒	食日四又
饩	食气
餭	食皇
饺	食交
饹	食各
饻	食衣
馌	食去皿
饳	食出
鹟	公羽鳥
铏	金一廾刀
钲	金正
钙	金丐
镉	金鬲
𫓧	金夫
𬭳	金壴口
铻	金吾
𬭬	金丰丰彐
锲	金丰刀大
颀	斤頁
䴘	𠂆虎鳥
慇	身殳心
𨱇	金求
鎝	金艸合
𨱏	金艸合
䦃	金艸者
镆	金莫
锚	金艸田
𨱑	金黃
锳	金艸冂大
铹	金艸冂力
镖	金西示
镈	金甫寸
镡	金覃
𬸪	釆田鳥
锜	金大可
镢	金厂屰欠
钝	金屯
𬬻	金卜尸
锷	金口口亏
铞	金口巾
锝	金旦寸
铀	金由
钾	金甲
𬬹	金申
镋	金尚儿
镘	金日四又
𬭯	金巾⺍攴
锟	金日比
锶	金田心
铿	金二又土
𬭶	金黑
镮	金睘
铡	金貝刀
镚	金山朋
镯	金蜀
锣	金四夕
铠	金山己
铤	金廴𡈼
铥	金丿去
